date,dive_site,depth_start,depth_end,temperature_c,rug_5m,rug_10m,rug_15m,rug_20m,rug_25m,rug_30,pa_0_5,pa_6_10,pa_11_20,pa_21_30,pa_31_40,pa_40,total_pa,bu_0_5,bu_6_10,bu_11_20,bu_21_30,bu_31_40,bu_40,total_bu,da_0_5,da_6_10,da_11_20,da_21_30,da_31_40,da_40,total_da,sn_0_5,sn_6_10,sn_11_20,sn_21_30,sn_31_40,sn_40,total_sn,grn_0_5,grn_6_10,grn_11_20,grn_21_30,grn_31_40,grn_40,total_grn,su_0_5,su_6_10,su_11_20,su_21_30,su_31_40,su_40,total_su,an_0_5,an_6_10,an_11_20,an_21_30,an_31_40,an_40,total_an,wr_0_5,wr_6_10,wr_11_20,wr_21_30,wr_31_40,wr_40,total_wr,gr_0_5,gr_6_10,gr_11_20,gr_21_30,gr_31_40,gr_40,total_gr,po_0_5,po_6_10,po_11_20,po_21_30,po_31_40,po_40,total_po,tr_0_5,tr_6_10,tr_11_20,tr_21_30,tr_31_40,tr_40,total_tr,fl_0_5,fl_6_10,fl_11_20,fl_21_30,fl_31_40,fl_40,total_fl,lf_0_5,lf_6_10,lf_11_20,lf_21_30,lf_31_40,lf_40,total_lf,prg_0_5,prg_6_10,prg_11_20,prg_21_30,prg_31_40,prg_40,total_prg,jck_0_5,jck_6_10,jck_11_20,jck_21_30,jck_31_40,jck_40,total_jck,ch_0_5,ch_6_10,ch_11_20,ch_21_30,ch_31_40,ch_40,total_ch,bar_0_5,bar_6_10,bar_11_20,bar_21_30,bar_31_40,bar_40,total_bar
45544.0,Casablanca,10,7,30,15,30,0,25,30,5,13,8,5,1,0,0,27,0,1,1,0,0,0,2,15,22,1,0,0,0,38,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45544.0,Buoy Line,9,10,30,0,0,0,5,0,0,11,10,5,0,0,0,26,0,0,1,0,0,0,1,8,5,1,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45546.0,Pandora,12,14,30,0,0,40,5,0,15,0,11,10,1,1,1,24,0,0,1,0,0,0,1,4,11,3,0,0,0,18,0,0,0,2,0,0,2,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45546.0,Grandmas Garden,10,11,30,40,40,45,0,45,50,5,6,10,0,0,0,21,0,1,0,0,0,0,1,6,26,1,0,0,0,33,0,0,0,0,0,0,0,0,0,11,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45547.0,Manuels Wall,11,11,30,0,0,0,0,5,30,16,7,12,2,0,0,37,0,3,0,0,0,0,3,5,23,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45547.0,Casablanca,10,9,30,5,0,0,0,0,5,15,14,8,2,0,0,39,0,2,2,0,0,0,4,7,10,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45548.0,Pandora,14,14,30,0,20,30,30,40,50,0,4,7,1,0,0,12,1,0,0,0,0,0,1,4,5,0,0,0,0,9,0,0,1,0,0,0,1,0,0,9,3,0,0,12,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,4,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45548.0,Grandmas Garden,9,8,30,15,0,0,0,10,0,11,11,5,0,0,0,27,0,1,1,0,0,0,2,8,8,1,0,0,0,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45594.0,Grandmas Garden,8,7,29,10,10,20,0,15,0,3,15,5,1,0,0,24,0,2,0,0,0,0,2,8,12,0,0,0,0,20,0,2,2,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45594.0,Casablanca,7,8,29,0,10,20,0,0,0,4,5,5,0,0,0,14,0,7,0,0,0,0,7,19,25,4,0,0,0,48,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45595.0,Buoy Line,10,13,29,0,0,10,0,40,0,16,16,10,0,0,0,42,1,3,0,0,0,0,4,0,7,0,0,0,0,7,0,2,1,0,0,0,3,0,1,0,2,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45595.0,Casablanca,6,7,29,5,0,0,0,0,5,11,17,8,1,0,0,37,0,6,2,0,0,0,8,26,22,3,0,0,0,51,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45596.0,Buoy Line,11,10,30,5,5,0,0,0,0,17,25,7,1,0,0,50,0,4,0,0,0,0,4,6,10,2,0,0,0,18,0,0,0,0,0,0,0,0,1,4,2,0,0,7,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45596.0,Pandora,14,14,30,0,0,0,0,0,0,11,12,8,1,0,0,32,0,4,0,0,0,0,4,15,20,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45597.0,Manuels Wall,14,12,30,0,0,0,0,0,0,19,52,13,2,0,0,86,0,8,0,0,0,0,8,11,18,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45597.0,Casablanca,5,7,30,0,0,40,20,10,15,7,26,6,1,0,0,40,0,5,0,0,0,0,5,18,20,5,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45598.0,Manuels Wall,10,10,30,0,0,0,0,0,0,9,28,8,2,0,0,47,0,4,0,0,0,0,4,10,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45598.0,Grandmas Garden,11,9,30,0,70,0,30,0,10,17,15,3,1,0,0,36,1,2,0,0,0,0,3,9,13,0,0,0,0,22,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45601.0,Buoy Line,11,10,30,0,0,0,0,0,0,26,13,6,4,0,0,49,0,4,0,0,0,0,4,6,8,0,0,0,0,14,0,0,0,0,0,0,0,0,11,4,1,0,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45601.0,Casablanca,5,5,30,0,5,5,0,0,0,2,14,11,1,0,0,28,0,8,0,0,0,0,8,3,12,0,0,0,0,15,0,0,0,0,0,0,0,0,5,2,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45602.0,Manuels Wall,14,12,29,20,65,30,0,70,5,4,9,8,0,0,0,21,3,4,0,0,0,0,7,5,11,0,0,0,0,16,0,1,3,0,0,0,4,0,1,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45602.0,Pandora,14,13,29,0,0,20,0,5,50,0,4,4,0,0,0,8,1,0,0,0,0,0,1,6,10,0,0,0,0,16,0,0,0,1,0,0,1,0,5,19,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45603.0,Pandora,13,12,29,65,65,60,0,20,0,3,13,7,0,0,0,23,2,3,0,0,0,0,5,9,15,0,0,0,0,24,0,12,0,1,0,0,13,0,33,15,0,0,0,48,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45603.0,Casablanca,5,7,29,0,5,0,20,0,15,37,34,10,0,0,0,81,4,8,0,0,0,0,12,49,12,0,0,0,0,61,0,0,0,0,0,0,0,0,4,7,0,0,0,11,1,8,5,0,0,0,14,0,1,0,0,0,0,1,3,4,0,0,0,0,7,0,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45673.0,Pandora,8.8,11.8,26,0,35,10,0,0,0,11,19,2,0,0,0,32,3,0,0,0,0,0,3,10,8,0,0,0,0,18,0,0,1,0,0,0,1,0,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45673.0,Manuels Wall,9.2,10.1,26,10,15,0,20,15,0,22,17,8,1,0,0,48,1,5,0,0,0,0,6,6,9,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45674.0,Casablanca,7,6.6,26,0,10,5,0,0,0,12,20,10,1,0,0,43,4,8,0,0,0,0,12,8,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45674.0,Manuels Wall,10.3,9.8,27,0,20,25,0,0,0,8,9,5,0,0,0,22,1,6,0,0,0,0,7,9,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45679.0,Casablanca,7.8,8.2,27,25,20,0,20,0,0,16,16,2,1,0,0,35,1,1,0,0,0,0,2,7,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45680.0,Grandmas Garden,12.8,7,27,15,0,5,15,5,30,22,22,2,0,0,0,46,3,1,0,0,0,0,4,13,7,1,0,0,0,21,0,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45680.0,Pandora,16,13.3,27,0,0,0,20,0,30,15,10,5,0,0,0,30,5,0,0,0,0,0,5,2,5,0,0,0,0,7,0,1,2,0,0,0,3,0,4,4,0,0,0,8,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45682.0,Buoy Line,13.2,9.8,27,65,20,0,15,0,0,2,9,7,2,0,0,20,3,0,0,0,0,0,3,4,18,0,0,0,0,22,0,0,0,0,0,0,0,2,12,7,0,0,0,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45682.0,Casablanca,9.8,7.9,27,0,0,15,15,0,0,38,17,5,0,0,0,60,6,1,0,0,0,0,7,11,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,2,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45684.0,Pandora,13,12.6,28,20,20,15,0,40,0,14,12,7,2,0,0,35,0,0,2,0,0,0,2,5,11,0,0,0,0,16,0,0,6,0,0,0,6,0,0,4,0,0,0,4,0,1,2,0,0,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,4,0,1,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45684.0,Grandmas Garden,6.1,5.6,28,0,5,5,0,0,15,35,6,1,0,0,0,42,3,0,0,0,0,0,3,9,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45685.0,Grandmas Garden,8.2,10,28,40,20,20,15,0,0,37,28,10,1,0,0,76,0,2,0,0,0,0,2,5,11,0,0,0,0,16,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,5,0,6,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45685.0,Casablanca,8,7.2,28,20,5,40,0,20,0,26,21,2,2,0,0,51,3,1,0,0,0,0,4,11,2,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,2,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45686.0,Buoy Line,8.2,8,27,0,0,0,0,5,0,3,19,5,0,0,0,27,3,0,0,0,0,0,3,7,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5,2,0,0,7,0,0,0,0,0,0,0,0,5,1,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45686.0,Manuels Wall,11.1,12.1,27,0,25,20,30,30,20,6,19,4,0,0,0,29,1,5,2,0,0,0,8,3,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45687.0,Pandora,13.6,12.6,28,0,0,80,0,0,30,24,26,6,3,0,0,59,2,1,0,0,0,0,3,6,3,0,0,0,0,9,0,0,1,0,0,0,1,0,0,14,1,0,0,15,0,2,1,0,0,0,3,0,0,1,1,0,0,2,1,2,0,0,0,0,3,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
